date,symbol,close,adj_close,volume
2024-01-02,7203,1681.0047,1681.0047,1727935.14
2024-01-02,6758,3108.602,3108.602,2350675.85
2024-01-02,9984,3157.0525,3157.0525,2724744.97
2024-01-02,8306,1806.5123,1806.5123,2756861.79
2024-01-02,8035,3528.0039,3528.0039,2369542.13
2024-01-02,6501,2247.344,2247.344,2224807.9
2024-01-02,9432,5644.3905,5644.3905,2639315.35
2024-01-02,6861,5724.7121,5724.7121,3423585.2
2024-01-02,4063,5459.092,5459.092,2481539.45
2024-01-02,6098,3395.491,3395.491,2900363.49
2024-01-02,7974,5670.98,5670.98,490536.94
2024-01-02,7267,4003.9309,4003.9309,343991.64
2024-01-03,7203,1675.9173,1675.9173,2660711.83
2024-01-03,6758,3165.5725,3165.5725,3154478.73
2024-01-03,9984,3161,3161,1991488.06
2024-01-03,8306,1814.636,1814.636,2266614.98
2024-01-03,8035,3621.9842,3621.9842,2018378.61
2024-01-03,6501,2272.7216,2272.7216,2853803.39
2024-01-03,9432,5722.9012,5722.9012,2894491.74
2024-01-03,6861,5853.9121,5853.9121,4019529.69
2024-01-03,4063,5433.9581,5433.9581,1599952.52
2024-01-03,6098,3435.5451,3435.5451,3745993.7
2024-01-03,7974,5576.0496,5576.0496,798500.92
2024-01-03,7267,3954.3561,3954.3561,529741.52
2024-01-04,7203,1656.1524,1656.1524,3095178.24
2024-01-04,6758,3242.63,3242.63,2859713.49
2024-01-04,9984,3076.965,3076.965,4045455.98
2024-01-04,8306,1806.8307,1806.8307,2198794.01
2024-01-04,8035,3692.7887,3692.7887,1958071.53
2024-01-04,6501,2286.5667,2286.5667,2242086.46
2024-01-04,9432,5718.6955,5718.6955,2558829.23
2024-01-04,6861,5955.013,5955.013,2383991.1
2024-01-04,4063,5359.9687,5359.9687,1777746.81
2024-01-04,6098,3430.3737,3430.3737,2374433.73
2024-01-04,7974,5612.9001,5612.9001,555680.61
2024-01-04,7267,3966.7282,3966.7282,403230.8
2024-01-05,7203,1639.0908,1639.0908,1920945.9
2024-01-05,6758,3232.1977,3232.1977,2424783.15
2024-01-05,9984,2986.8727,2986.8727,2901519.18
2024-01-05,8306,1817.3141,1817.3141,3327924.37
2024-01-05,8035,3714.952,3714.952,1374053.9
2024-01-05,6501,2227.0241,2227.0241,3320003.98
2024-01-05,9432,5641.6037,5641.6037,1975136.35
2024-01-05,6861,6044.853,6044.853,3418617.91
2024-01-05,4063,5302.3136,5302.3136,2088334.62
2024-01-05,6098,3360.8424,3360.8424,2685833.16
2024-01-05,7974,5603.4218,5603.4218,547505.18
2024-01-05,7267,3967.6229,3967.6229,440085.45
2024-01-08,7203,1651.3908,1651.3908,2139250.06
2024-01-08,6758,3335.1211,3335.1211,3433087.91
2024-01-08,9984,2891.482,2891.482,3596403.82
2024-01-08,8306,1796.4288,1796.4288,2829886.38
2024-01-08,8035,3730.7231,3730.7231,1748368.37
