date,symbol,close,adj_close,volume
2024-01-02,600519,778.6287,778.6287,694760.6
2024-01-02,000001,39.6312,39.6312,6396425.68
2024-01-02,300750,39.154,39.154,10330364.76
2024-01-02,601318,44.4712,44.4712,8097078.94
2024-01-02,000333,1000.6439,1000.6439,605050.47
2024-01-02,600036,28.1528,28.1528,14360723.5
2024-01-02,002594,40.9529,40.9529,27117248.45
2024-01-02,600276,40.8088,40.8088,2361930.78
2024-01-02,000858,1911.121,1911.121,839062.63
2024-01-02,601899,18.4899,18.4899,7621276.4
2024-01-02,600030,47.9775,47.9775,4524658.24
2024-01-02,600887,45.7453,45.7453,2974203.06
2024-01-03,600519,770.6504,770.6504,492633.81
2024-01-03,000001,39.8157,39.8157,8362139.28
2024-01-03,300750,39.2686,39.2686,9176663.83
2024-01-03,601318,46.0343,46.0343,12065994.58
2024-01-03,000333,1038.6915,1038.6915,1139211.76
2024-01-03,600036,28.0035,28.0035,8445919.07
2024-01-03,002594,40.9399,40.9399,16281030.66
2024-01-03,600276,41.0879,41.0879,2848281
2024-01-03,000858,1918.4516,1918.4516,877716.37
2024-01-03,601899,19.262,19.262,11240905.22
2024-01-03,600030,48.5799,48.5799,7586355.71
2024-01-03,600887,45.0999,45.0999,3122169.29
2024-01-04,600519,801.1916,801.1916,895235.9
2024-01-04,000001,39.9768,39.9768,6418587.8
2024-01-04,300750,39.5306,39.5306,11707055.44
2024-01-04,601318,45.6417,45.6417,9658452.74
2024-01-04,000333,1054.1699,1054.1699,743711.23
2024-01-04,600036,28.5869,28.5869,11051752.04
2024-01-04,002594,40.5693,40.5693,16445718.02
2024-01-04,600276,42.8267,42.8267,6066493.26
2024-01-04,000858,1904.9011,1904.9011,695151.18
2024-01-04,601899,19.6747,19.6747,10133753.16
2024-01-04,600030,50.2764,50.2764,7294947.41
2024-01-04,600887,44.9303,44.9303,1980335.9
2024-01-05,600519,821.1517,821.1517,638654.22
2024-01-05,000001,41.0719,41.0719,10884136.71
2024-01-05,300750,39.6987,39.6987,12814726.76
2024-01-05,601318,47.1666,47.1666,11564717.81
2024-01-05,000333,1115.5589,1115.5589,1644796.03
2024-01-05,600036,29.8894,29.8894,15691518.58
2024-01-05,002594,41.7527,41.7527,23924081.53
2024-01-05,600276,45.3828,45.3828,5854797.86
2024-01-05,000858,1952.6869,1952.6869,1025940.17
2024-01-05,601899,20.1851,20.1851,9586036.21
2024-01-05,600030,51.62,51.62,8955898.04
2024-01-05,600887,46.4082,46.4082,2499822.79
2024-01-08,600519,844.8385,844.8385,569697.25
2024-01-08,000001,41.6899,41.6899,8232321.43
2024-01-08,300750,38.998,38.998,14168943.28
2024-01-08,601318,46.7189,46.7189,12954687.85
2024-01-08,000333,1144.9877,1144.9877,768551.78
2024-01-08,600036,31.0465,31.0465,17444093.21
2024-01-08,002594,42.8306,42.8306,17398506.56
2024-01-08,600276,46.4091,46.4091,3963892.45
2024-01-08,000858,1972.5151,1972.5151,646952.55
2024-01-08,601899,21.0874,21.0874,11466647.33
2024-01-08,600030,53.5076,53.5076,8627559.16
2024-01-08,600887,47.5392,47.5392,3215161.05
2024-01-09,600519,868.2401,868.2401,876658.36
2024-01-09,000001,42.7766,42.7766,12491299.66
2024-01-09,300750,40.3568,40.3568,16681167.12
2024-01-09,601318,48.5466,48.5466,12822792.32
2024-01-09,000333,1158.6819,1158.6819,889031.41
2024-01-09,600036,31.5661,31.5661,13679240.95
2024-01-09,002594,43.8683,43.8683,16567109.72
2024-01-09,600276,48.6938,48.6938,5638164.3
2024-01-09,000858,1985.2486,1985.2486,673283.9
2024-01-09,601899,21.4826,21.4826,11684698.81
2024-01-09,600030,54.5882,54.5882,6758657.89
2024-01-09,600887,49.3403,49.3403,2790410.92
2024-01-10,600519,880.4303,880.4303,613469.99
2024-01-10,000001,43.1128,43.1128,8027741.91
2024-01-10,300750,41.2044,41.2044,13474713.58
